Study,Species,Age\Sex\Size_of_Predator,Sample_size,Sample_type,State\Province,Subregion,Region_code,Year_Start,Year_End,Months,Reference,Diet_data,Age\Size_of_prey,N_prey_items ,Count_type_(FO=frequency_of_occurrence\SSFO=split_sample_frequency_of_occurence\V=volume\M=model\O=feeding event\C=number_count),Percent_salmon,95_Percent_CIs,Percent_chinook ,95_ Percent_CIs,Anecdotal_chinook_abundance(if_species_mentioned\chinook_column_blank),Citation,URL,Comment,Double_count_(RefStudyNum(\s) 
33,Harbor Seal,M\ F,10,gastrointestinal tract,Washington,South coast (Willapa Bay),C,1991,1993,summer\fall,Brown et al. 1995,gastrointestinal tract,,,FO,20.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Brown  R. F.  S. Riemer  and S.J. Jeffries. 1995. Food of pinnipeds collected during the Columbia River area salmon gillnet feeding event program  1991_1994. Oregon Dept. of Fish and Wildlife  Wildlife Diversity Program  Technical Report #95_6_01  16 p. (Available from Oregon Department of Fish and Wildlife  2501 SW First  Portland  OR 97201.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
34,California Sea Lion,M\ F,110,scat sample,Oregon,Columbia River,C,1992,1993,3,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses (for presence of salmonids only),,,FO,19.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appf.htm,Appendix F Summary of food habit studies of California sea lions in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
34,California Sea Lion,M\ F,38,scat sample,Oregon,Central coast (Cascade Head),B,1994,1994,10,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\ cartilaginous parts\ beaks,,,FO,8.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appf.htm,Appendix F Summary of food habit studies of California sea lions in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
34,California Sea Lion,M\ F,82,scat sample,Oregon,Central coast (Cascade Head),B,1994,1994,2,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\ cartilaginous parts\ beaks,,,FO,29.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appf.htm,Appendix F Summary of food habit studies of California sea lions in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
35,California Sea Lion,M\ F,106,scat sample,Washington,Puget Sound,D,1988,1988,12--3,NMFS\AFSC data,scat\ spewings\otoliths\ bones,,,FO,21.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: National Marine Fisheries Service  Alaska Fisheries Science Center (AFSC)  Marine Mammal Lab  unpubl. data. 7600 Sand Point Way NE  Seattle  WA 98115.,http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appf.htm,Appendix F Summary of food habit studies of California sea lions in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
36,Harbor Seal,M\ F,342,scat sample,Oregon,Columbia River,C,1980,1982,4--10,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,6.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). NOTE: THIS IS A RE-ANALYSIS OF BEACH ET AL. 1985 DATA.,
36,Harbor Seal,M\ F,38,scat sample,Oregon,North coast (Tillamook Bay),B,1981,1981,9--10,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,19.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).NOTE: THIS IS A RE-ANALYSIS OF BEACH ET AL. 1985 DATA.,
36,Harbor Seal,M\ F,6,scat sample,Oregon,Central coast (Coos Bay),B,1986,1986,9,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,17.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
36,Harbor Seal,M\ F,36,scat sample,Oregon,Columbia River,C,1994,1994,10--6,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,39.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). ,
36,Harbor Seal,M\ F,67,scat sample,Oregon,Columbia River,C,1995,1995,4,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,19.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). ,
36,Harbor Seal,M\ F,371,scat sample,Washington,South coast (Grays Harbor),C,1980,1982,3--11,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,10.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). NOTE: THIS IS A RE-ANALYSIS OF BEACH ET AL. 1985 DATA.,
36,Harbor Seal,M\ F,197,scat sample,Washington,South coast (Willapa Bay),C,1980,1982,6--9,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,28.0,,1.0,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). NOTE: THIS IS A RE-ANALYSIS OF BEACH ET AL. 1985 DATA.,
37,Harbor Seal,M\ F,10,enema,Oregon,Columbia River,C,1995,1995,4,Riemer and Brown 1996,enema\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,10.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids). ,
38,Harbor Seal,M\ F,18,scat sample,Oregon,North coast (Siletz River),B,1983,1985,year,Riemer and Brown 1996,scat\otoliths\ bones\ teeth\ lenses\cartilaginous parts\ beaks,,,FO,11.0,,,,,National Marine Fisheries Service (NMFS). 1997. Investigation of Scientific Information on the Impacts of California Sea Lions and Pacific Harbor Seals on Salmonids and on the Coastal Ecosystems of Washington  Oregon  and California. U.S. Dep. Commer.  NOAA Tech. Memo. NMFS-NWFSC-28  172 p. DATA: Riemer  S. D.  and R. F. Brown. 1996. Marine mammal (pinniped) food habits in Oregon. Oregon Dep. Fish Wildl.  Wildlife Diversity Program  Technical Report #96_6_01  26 p. (Available from Oregon Department of Fish and Wildlife  P.O. Box 59  Portland  OR 97207.),http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
39,California Sea Lion,M\ F,16,gastrointestinal tract,Oregon,Columbia River,C,1980,1982,year,Beach et al. 1985,gastrointestinal tract,,,FO,12.5,,0.0,,Chinook may have been consumed more than reported because the study identified fish species using otoliths  and chinook may have been decapitated before being consumed due to their larger head size (e.g.  only 24percent of pinniped bites to gillnetted chinook were to the head).,Beach  R. J.  A. C. Geiger  S. J. Jeffries  S. D. Treacy  and B. L. Troutman. 1985. Marine mammals and their interactions with fisheries of the Columbia River and adjacent waters  1980_1982. NMFS-AFSC Processed Rep. 85_04  316 p. Alaska Fisheries Science Center  Natl. Mar. Fish. Serv.  NOAA  7600 Sand Point Way NE  Seattle  WA 98115.,http://www.afsc.noaa.gov/Publications/ProcRpt/NWAFCPR85-04.pdf,Table 36- I think this is the CR but it's not crystal clear in the paper.,40
